ENSG00000223972.5	ENSG000002239725	DDX11L1
ENSG00000232235.1	ENSG000002322351	CDY3P
ENSG00000224408.1	ENSG000002244081	USP9YP22
ENSG00000238154.1	ENSG000002381541	USP9YP4
ENSG00000232924.1	ENSG000002329241	ELOCP4
ENSG00000197038.6	ENSG000001970386	RBMY1A3P
ENSG00000275310.1	ENSG000002753101	RP11-441G8.1
ENSG00000232808.1	ENSG000002328081	TTTY20
ENSG00000233803.9	ENSG000002338039	TSPY4
ENSG00000225560.6	ENSG000002255606	FAM197Y8
ENSG00000229549.9	ENSG000002295499	TSPY8
ENSG00000228383.6	ENSG000002283836	FAM197Y7
ENSG00000188656.8	ENSG000001886568	TSPY7P
ENSG00000237802.6	ENSG000002378026	FAM197Y6
ENSG00000228927.10	ENSG0000022892710	TSPY3
ENSG00000225516.6	ENSG000002255166	FAM197Y5
ENSG00000258992.6	ENSG000002589926	TSPY1
ENSG00000274196.4	ENSG000002741964	FAM197Y4
ENSG00000238074.5	ENSG000002380745	TSPY9P
ENSG00000230066.5	ENSG000002300665	FAM197Y3
ENSG00000270073.1	ENSG000002700731	TSPY6P
ENSG00000234803.7	ENSG000002348037	FAM197Y2
ENSG00000236424.7	ENSG000002364247	TSPY10
ENSG00000224336.2	ENSG000002243362	FAM197Y1
ENSG00000236786.1	ENSG000002367861	TSPY15P
ENSG00000231436.1	ENSG000002314361	RBMY3AP
ENSG00000234110.1	ENSG000002341101	TSPY25P
ENSG00000226223.1	ENSG000002262231	TSPY16P
ENSG00000232617.1	ENSG000002326171	AC017019.1
ENSG00000183385.9	ENSG000001833859	TTTY8
ENSG00000147761.8	ENSG000001477618	TTTY7B
ENSG00000228890.1	ENSG000002288901	TTTY21
ENSG00000212855.5	ENSG000002128555	TTTY2
ENSG00000129845.5	ENSG000001298455	TTTY1
ENSG00000224075.1	ENSG000002240751	TTTY22
ENSG00000228379.1	ENSG000002283791	AC010891.2
ENSG00000229208.1	ENSG000002292081	RBMY2NP
ENSG00000274445.1	ENSG000002744451	RP11-373F14.2
ENSG00000231874.3	ENSG000002318743	TSPY18P
ENSG00000187657.6	ENSG000001876576	TSPY13P
ENSG00000239225.1	ENSG000002392251	TTTY23
ENSG00000234950.1	ENSG000002349501	RBMY2OP
ENSG00000236718.3	ENSG000002367183	RBMY2QP
ENSG00000243643.1	ENSG000002436431	TSPY20P
ENSG00000225685.1	ENSG000002256851	TSPY5P
ENSG00000278478.1	ENSG000002784781	RP11-160K17.1
ENSG00000235193.1	ENSG000002351931	AC006987.4
ENSG00000251766.1	ENSG000002517661	RNA5SP518
ENSG00000235691.1	ENSG000002356911	AC006987.5
ENSG00000252289.1	ENSG000002522891	RNA5SP519
ENSG00000226975.1	ENSG000002269751	AC006987.6
ENSG00000231411.1	ENSG000002314111	DUX4L31
ENSG00000226061.1	ENSG000002260611	PCMTD1P1
ENSG00000237447.1	ENSG000002374471	CDC27P2
ENSG00000225840.2	ENSG000002258402	AC010970.2
ENSG00000251705.1	ENSG000002517051	RNA5-8SP6
ENSG00000273858.1	ENSG000002738581	RP1-85D24.4
ENSG00000273693.1	ENSG000002736931	C2orf27AP1
ENSG00000271365.1	ENSG000002713651	RP1-85D24.3
ENSG00000271309.1	ENSG000002713091	RP1-85D24.2
ENSG00000270570.1	ENSG000002705701	RP1-85D24.1
ENSG00000274231.1	ENSG000002742311	RP11-131M6.1
ENSG00000278212.1	ENSG000002782121	MAFIP
ENSG00000274502.1	ENSG000002745021	ANKRD20A6P
ENSG00000274162.1	ENSG000002741621	SNX18P1Y
ENSG00000258567.1	ENSG000002585671	DUX4L16
ENSG00000259154.1	ENSG000002591541	DUX4L17
ENSG00000259029.1	ENSG000002590291	DUX4L18
ENSG00000258991.1	ENSG000002589911	DUX4L19
ENSG00000270455.1	ENSG000002704551	PABPC1P5
ENSG00000183704.7	ENSG000001837047	SLC9B1P1
ENSG00000270242.1	ENSG000002702421	ACTR3BP1
ENSG00000275828.1	ENSG000002758281	RP11-295P22.3
ENSG00000225433.3	ENSG000002254333	MTND1P12
ENSG00000224567.2	ENSG000002245672	RP11-295P22.4
ENSG00000271375.1	ENSG000002713751	RP11-295P22.2
ENSG00000234385.1	ENSG000002343851	RCC2P1
ENSG00000215583.3	ENSG000002155833	ASS1P6
ENSG00000235649.2	ENSG000002356492	MXRA5Y
ENSG00000236477.1	ENSG000002364771	RPS24P1
ENSG00000232226.2	ENSG000002322262	ARSFP1
ENSG00000243980.3	ENSG000002439803	RN7SL702P
ENSG00000232730.1	ENSG000002327301	FAM8A4P
ENSG00000224060.3	ENSG000002240603	ARSEP1
ENSG00000225117.1	ENSG000002251171	ARSDP1
ENSG00000206159.10	ENSG0000020615910	GYG2P1
ENSG00000227447.1	ENSG000002274471	XGY1
ENSG00000226863.1	ENSG000002268631	SHROOM2P1
ENSG00000233774.1	ENSG000002337741	MED14P1
ENSG00000233864.7	ENSG000002338647	TTTY15
ENSG00000114374.12	ENSG0000011437412	USP9Y
ENSG00000228411.1	ENSG000002284111	CDY4P
ENSG00000067048.16	ENSG0000006704816	DDX3Y
ENSG00000234059.1	ENSG000002340591	CASKP1
ENSG00000224035.1	ENSG000002240351	SFPQP1
ENSG00000235462.1	ENSG000002354621	TAB3P1
ENSG00000223915.1	ENSG000002239151	DPPA2P1
ENSG00000183878.15	ENSG0000018387815	UTY
ENSG00000215414.4	ENSG000002154144	PSMA6P1
ENSG00000154620.5	ENSG000001546205	TMSB4Y
ENSG00000241859.6	ENSG000002418596	ANOS2P
ENSG00000129864.6	ENSG000001298646	VCY
ENSG00000129862.6	ENSG000001298626	VCY1B
ENSG00000235451.1	ENSG000002354511	PNPLA4P1
ENSG00000223517.1	ENSG000002235171	AC010723.1
ENSG00000165246.13	ENSG0000016524613	NLGN4Y
ENSG00000226555.1	ENSG000002265551	AGKP1
ENSG00000228787.1	ENSG000002287871	NLGN4Y-AS1
ENSG00000236131.1	ENSG000002361311	MED13P1
ENSG00000227949.1	ENSG000002279491	CYCSP46
ENSG00000224518.2	ENSG000002245182	AC006989.2
ENSG00000234620.1	ENSG000002346201	PUDPP1
ENSG00000227166.1	ENSG000002271661	STSP1
ENSG00000252689.1	ENSG000002526891	SNORA20
ENSG00000252173.1	ENSG000002521731	RNU6-109P
ENSG00000252323.1	ENSG000002523231	RNU6-184P
ENSG00000228518.1	ENSG000002285181	SURF6P1
ENSG00000271595.1	ENSG000002715951	ELOCP35
ENSG00000224989.2	ENSG000002249892	FAM41AY1
ENSG00000283076.1	ENSG000002830761	RP11-529I21.2
ENSG00000228578.1	ENSG000002285781	TUBB1P2
ENSG00000230663.1	ENSG000002306631	FAM224B
ENSG00000252315.1	ENSG000002523151	RNA5SP520
ENSG00000252012.1	ENSG000002520121	RNA5SP521
ENSG00000273966.1	ENSG000002739661	pRNA
ENSG00000238191.3	ENSG000002381913	CLUHP1
ENSG00000226353.1	ENSG000002263531	TAF9P1
ENSG00000275578.1	ENSG000002755781	RP11-357E16.1
ENSG00000226449.1	ENSG000002264491	CDY5P
ENSG00000225896.1	ENSG000002258961	AC007742.3
ENSG00000224166.1	ENSG000002241661	PRYP1
ENSG00000229129.1	ENSG000002291291	ACTG1P2
ENSG00000250868.4	ENSG000002508684	XKRY
ENSG00000223555.1	ENSG000002235551	USP9YP23
ENSG00000235521.1	ENSG000002355211	USP9YP27
ENSG00000252513.1	ENSG000002525131	RNU1-128P
ENSG00000224964.1	ENSG000002249641	TRAPPC2P3
ENSG00000226011.1	ENSG000002260111	OFD1P1Y
ENSG00000225740.1	ENSG000002257401	ELOCP6
ENSG00000129873.7	ENSG000001298737	CDY2B
ENSG00000229138.1	ENSG000002291381	CDY6P
ENSG00000224485.1	ENSG000002244851	USP9YP7
ENSG00000226116.1	ENSG000002261161	USP9YP6
ENSG00000237558.1	ENSG000002375581	CDY7P
ENSG00000233378.1	ENSG000002333781	USP9YP34
ENSG00000237616.1	ENSG000002376161	USP9YP32
ENSG00000224033.1	ENSG000002240331	CDY8P
ENSG00000182415.9	ENSG000001824159	CDY2A
ENSG00000230412.1	ENSG000002304121	ELOCP12
ENSG00000226611.2	ENSG000002266112	OFD1P2Y
ENSG00000225895.1	ENSG000002258951	TRAPPC2P8
ENSG00000233120.1	ENSG000002331201	USP9YP15
ENSG00000252166.1	ENSG000002521661	RNU1-95P
ENSG00000232744.1	ENSG000002327441	USP9YP16
ENSG00000244646.4	ENSG000002446464	XKRY2
ENSG00000229465.1	ENSG000002294651	ACTG1P11
ENSG00000231311.1	ENSG000002313111	PRYP2
ENSG00000236599.1	ENSG000002365991	ELOCP26
ENSG00000232899.1	ENSG000002328991	CDY9P
ENSG00000229302.1	ENSG000002293021	TAF9P2
ENSG00000228945.3	ENSG000002289453	CLUHP2
ENSG00000233522.1	ENSG000002335221	FAM224A
ENSG00000278391.1	ENSG000002783911	pRNA
ENSG00000251953.1	ENSG000002519531	RNA5SP522
ENSG00000252667.1	ENSG000002526671	RNA5SP523
ENSG00000249726.1	ENSG000002497261	TUBB1P1
ENSG00000282909.1	ENSG000002829091	RP11-157F24.1
ENSG00000226362.2	ENSG000002263622	FAM41AY2
ENSG00000225716.1	ENSG000002257161	ELOCP13
ENSG00000229406.1	ENSG000002294061	OFD1P4Y
ENSG00000227494.2	ENSG000002274942	USP9YP14
ENSG00000252209.1	ENSG000002522091	RNU1-48P
ENSG00000249634.1	ENSG000002496341	USP9YP5
ENSG00000251510.1	ENSG000002515101	AC022486.1
ENSG00000238067.1	ENSG000002380671	XKRYP1
ENSG00000233546.1	ENSG000002335461	PRYP5
ENSG00000230377.1	ENSG000002303771	ELOCP7
ENSG00000250951.1	ENSG000002509511	USP9YP1
ENSG00000172468.13	ENSG0000017246813	HSFY1
ENSG00000230458.1	ENSG000002304581	GPM6BP1
ENSG00000131007.9	ENSG000001310079	TTTY9B
ENSG00000240438.2	ENSG000002404382	OFD1P5Y
ENSG00000235479.1	ENSG000002354791	RAB9AP4
ENSG00000249606.1	ENSG000002496061	TRAPPC2P7
ENSG00000242153.7	ENSG000002421537	OFD1P6Y
ENSG00000169953.11	ENSG0000016995311	HSFY2
ENSG00000236429.1	ENSG000002364291	GPM6BP2
ENSG00000249501.1	ENSG000002495011	USP9YP2
ENSG00000228193.1	ENSG000002281931	ELOCP14
ENSG00000248573.1	ENSG000002485731	PRYP6
ENSG00000230904.1	ENSG000002309041	XKRYP2
ENSG00000238135.1	ENSG000002381351	USP9YP10
ENSG00000224151.1	ENSG000002241511	USP9YP28
ENSG00000251970.1	ENSG000002519701	RNU1-41P
ENSG00000238088.1	ENSG000002380881	OFD1P7Y
ENSG00000217179.1	ENSG000002171791	MTCYBP2
ENSG00000176728.7	ENSG000001767287	TTTY14
ENSG00000217896.2	ENSG000002178962	ZNF839P1
ENSG00000185275.6	ENSG000001852756	CD24P4
ENSG00000252766.1	ENSG000002527661	RNU6-255P
ENSG00000274282.1	ENSG000002742821	RP11-118E9.1
ENSG00000234529.2	ENSG000002345292	GAPDHP19
ENSG00000215580.10	ENSG0000021558010	BCORP1
ENSG00000131002.11	ENSG0000013100211	TXLNGY
ENSG00000267793.1	ENSG000002677931	RP11-576C2.1
ENSG00000260197.1	ENSG000002601971	RP11-424G14.1
ENSG00000012817.15	ENSG0000001281715	KDM5D
ENSG00000274837.1	ENSG000002748371	RP11-356K22.1
ENSG00000237997.1	ENSG000002379971	RCC2P2
ENSG00000232522.1	ENSG000002325221	ZNF886P
ENSG00000228764.1	ENSG000002287641	ZNF885P
ENSG00000229236.1	ENSG000002292361	TTTY10
ENSG00000277438.1	ENSG000002774381	KDM5DP1
ENSG00000198692.9	ENSG000001986929	EIF1AY
ENSG00000225624.1	ENSG000002256241	TBL1YP1
ENSG00000280969.1	ENSG000002809691	RPS4Y2
ENSG00000224482.1	ENSG000002244821	HSFY4P
ENSG00000216844.1	ENSG000002168441	AC009494.3
ENSG00000229551.2	ENSG000002295512	GAPDHP17
ENSG00000226504.1	ENSG000002265041	TMEM167AP1
ENSG00000254488.1	ENSG000002544881	RP11-65G9.1
ENSG00000237427.1	ENSG000002374271	TOMM22P1
ENSG00000232634.1	ENSG000002326341	NEFLP1
ENSG00000226918.1	ENSG000002269181	AC010086.1
ENSG00000183146.4	ENSG000001831464	PRORY
ENSG00000223637.7	ENSG000002236377	RBMY2EP
ENSG00000236615.1	ENSG000002366151	AC010086.5
ENSG00000237269.1	ENSG000002372691	RBMY2TP
ENSG00000235719.3	ENSG000002357193	FAM197Y10
ENSG00000169849.8	ENSG000001698498	TSPY14P
ENSG00000169811.8	ENSG000001698118	RBMY1HP
ENSG00000242393.1	ENSG000002423931	AC010141.4
ENSG00000242875.6	ENSG000002428756	RBMY1B
ENSG00000234414.7	ENSG000002344147	RBMY1A1
ENSG00000228257.1	ENSG000002282571	AC010141.6
ENSG00000227989.1	ENSG000002279891	AC010141.8
ENSG00000184991.2	ENSG000001849912	TTTY13
ENSG00000271123.1	ENSG000002711231	ELOCP5
ENSG00000226042.1	ENSG000002260421	CDY10P
ENSG00000237023.1	ENSG000002370231	USP9YP3
ENSG00000229416.1	ENSG000002294161	USP9YP8
ENSG00000230029.1	ENSG000002300291	CDY11P
ENSG00000277519.1	ENSG000002775191	OFD1P16Y
ENSG00000229725.1	ENSG000002297251	AC007322.1
ENSG00000244395.6	ENSG000002443956	RBMY1D
ENSG00000251618.1	ENSG000002516181	AC007322.3
ENSG00000242389.8	ENSG000002423898	RBMY1E
ENSG00000227444.1	ENSG000002274441	AC007322.5
ENSG00000226092.4	ENSG000002260924	RBMY2AP
ENSG00000237968.1	ENSG000002379681	AC007322.7
ENSG00000231159.1	ENSG000002311591	OFD1P8Y
ENSG00000232475.1	ENSG000002324751	HSFY5P
ENSG00000229553.1	ENSG000002295531	USP9YP17
ENSG00000228850.1	ENSG000002288501	CDY12P
ENSG00000232029.1	ENSG000002320291	ELOCP15
ENSG00000169807.10	ENSG0000016980710	PRY2
ENSG00000236951.5	ENSG000002369515	AC007359.6
ENSG00000131548.7	ENSG000001315487	TTTY6B
ENSG00000169800.13	ENSG0000016980013	RBMY1F
ENSG00000229159.1	ENSG000002291591	TSPY23P
ENSG00000225615.1	ENSG000002256151	RBMY2UP
ENSG00000229234.1	ENSG000002292341	RBMY1KP
ENSG00000215560.2	ENSG000002155602	TTTY5
ENSG00000229940.1	ENSG000002299401	TSPY22P
ENSG00000243040.6	ENSG000002430406	RBMY2FP
ENSG00000259247.1	ENSG000002592471	TTTY25P
ENSG00000237902.1	ENSG000002379021	TSPY21P
ENSG00000226941.8	ENSG000002269418	RBMY1J
ENSG00000235059.5	ENSG000002350595	AC008175.1
ENSG00000131538.7	ENSG000001315387	TTTY6
ENSG00000169789.10	ENSG0000016978910	PRY
ENSG00000234131.1	ENSG000002341311	ELOCP8
ENSG00000224873.1	ENSG000002248731	CDY13P
ENSG00000230814.1	ENSG000002308141	USP9YP24
ENSG00000228571.1	ENSG000002285711	HSFY7P
ENSG00000230476.1	ENSG000002304761	OFD1P9Y
ENSG00000273589.1	ENSG000002735891	RP11-427G18.1
ENSG00000224657.9	ENSG000002246579	RBMY2BP
ENSG00000224917.1	ENSG000002249171	AC016694.2
ENSG00000230727.1	ENSG000002307271	RBMY2WP
ENSG00000228240.1	ENSG000002282401	TTTY17A
ENSG00000276829.1	ENSG000002768291	RP11-473E1.1
ENSG00000215537.3	ENSG000002155373	ZNF736P11Y
ENSG00000226906.1	ENSG000002269061	TTTY4
ENSG00000183753.10	ENSG0000018375310	BPY2
ENSG00000244000.1	ENSG000002440001	AC006366.3
ENSG00000232764.1	ENSG000002327641	TRIM60P8Y
ENSG00000233126.3	ENSG000002331263	ZNF736P3Y
ENSG00000227251.1	ENSG000002272511	TRIM60P9Y
ENSG00000188120.14	ENSG0000018812014	DAZ1
ENSG00000205944.11	ENSG0000020594411	DAZ2
ENSG00000205936.3	ENSG000002059363	PPP1R12BP2
ENSG00000251925.1	ENSG000002519251	SNORA70
ENSG00000225189.1	ENSG000002251891	REREP1Y
ENSG00000230073.1	ENSG000002300731	AC009947.2
ENSG00000215540.10	ENSG0000021554010	RBMY2CP
ENSG00000236647.1	ENSG000002366471	AC009947.5
ENSG00000225466.1	ENSG000002254661	OFD1P10Y
ENSG00000224169.1	ENSG000002241691	HSFY6P
ENSG00000223407.1	ENSG000002234071	USP9YP18
ENSG00000226873.1	ENSG000002268731	CDY14P
ENSG00000227915.1	ENSG000002279151	ELOCP16
ENSG00000169763.14	ENSG0000016976314	PRYP3
ENSG00000236620.1	ENSG000002366201	XKRYP3
ENSG00000224866.1	ENSG000002248661	USP9YP25
ENSG00000232424.1	ENSG000002324241	USP9YP29
ENSG00000252681.1	ENSG000002526811	RNU1-97P
ENSG00000232910.1	ENSG000002329101	RAB9AP1
ENSG00000232845.1	ENSG000002328451	TRAPPC2P9
ENSG00000237302.1	ENSG000002373021	OFD1P11Y
ENSG00000231540.1	ENSG000002315401	ELOCP9
ENSG00000223362.1	ENSG000002233621	CDY15P
ENSG00000231026.1	ENSG000002310261	XKRYP4
ENSG00000224571.1	ENSG000002245711	USP9YP13
ENSG00000226369.1	ENSG000002263691	USP9YP11
ENSG00000280961.1	ENSG000002809611	TTTY3B
ENSG00000227871.1	ENSG000002278711	USP9YP12
ENSG00000251917.1	ENSG000002519171	RNU1-86P
ENSG00000231423.1	ENSG000002314231	RAB9AP5
ENSG00000228465.1	ENSG000002284651	TRAPPC2P10
ENSG00000232585.1	ENSG000002325851	OFD1P12Y
ENSG00000234081.1	ENSG000002340811	ELOCP10
ENSG00000172352.5	ENSG000001723525	CDY1B
ENSG00000231375.1	ENSG000002313751	CDY17P
ENSG00000237467.1	ENSG000002374671	USP9YP35
ENSG00000229250.1	ENSG000002292501	USP9YP31
ENSG00000232205.1	ENSG000002322051	CDY18P
ENSG00000235981.2	ENSG000002359812	AC023274.4
ENSG00000223698.3	ENSG000002236983	GOLGA6L11P
ENSG00000242854.1	ENSG000002428541	DNM1P24
ENSG00000230977.1	ENSG000002309771	AC023274.6
ENSG00000244231.1	ENSG000002442311	CSPG4P2Y
ENSG00000172342.5	ENSG000001723425	CSPG4P3Y
ENSG00000284071.1	ENSG000002840711	RP11-533E23.1
ENSG00000239533.6	ENSG000002395336	GOLGA2P2Y
ENSG00000274234.1	ENSG000002742341	RN7SL818P
ENSG00000225491.1	ENSG000002254911	UBE2Q2P4Y
ENSG00000224827.1	ENSG000002248271	LINC00265-2P
ENSG00000233740.1	ENSG000002337401	CICP2
ENSG00000248792.1	ENSG000002487921	LINC00266-2P
ENSG00000279274.2	ENSG000002792742	RP11-533E23.2
ENSG00000234399.1	ENSG000002343991	RBMY2XP
ENSG00000227439.1	ENSG000002274391	TTTY17B
ENSG00000224210.1	ENSG000002242101	TRIM60P5Y
ENSG00000232003.2	ENSG000002320032	ZNF736P12Y
ENSG00000235412.1	ENSG000002354121	TTTY4B
ENSG00000183795.8	ENSG000001837958	BPY2B
ENSG00000240566.1	ENSG000002405661	AC010153.3
ENSG00000232976.1	ENSG000002329761	TRIM60P10Y
ENSG00000226270.3	ENSG000002262703	ZNF736P2Y
ENSG00000227837.1	ENSG000002278371	TRIM60P11Y
ENSG00000187191.14	ENSG0000018719114	DAZ3
ENSG00000205916.11	ENSG0000020591611	DAZ4
ENSG00000278602.1	ENSG000002786021	RP11-539D10.1
ENSG00000223978.1	ENSG000002239781	ZNF736P1Y
ENSG00000278197.1	ENSG000002781971	RP11-539D10.2
ENSG00000230819.1	ENSG000002308191	ZNF736P5Y
ENSG00000185894.8	ENSG000001858948	BPY2C
ENSG00000228296.1	ENSG000002282961	TTTY4C
ENSG00000236379.2	ENSG000002363792	ZNF736P4Y
ENSG00000274899.1	ENSG000002748991	RP11-566H16.1
ENSG00000223641.1	ENSG000002236411	TTTY17C
ENSG00000227633.1	ENSG000002276331	RBMY2YP
ENSG00000279115.2	ENSG000002791152	RP11-566H16.2
ENSG00000228786.5	ENSG000002287865	LINC00266-4P
ENSG00000233652.1	ENSG000002336521	CICP1
ENSG00000233944.1	ENSG000002339441	LINC00265-3P
ENSG00000223636.1	ENSG000002236361	UBE2Q2P5Y
ENSG00000172297.7	ENSG000001722977	GOLGA2P3Y
ENSG00000278242.1	ENSG000002782421	RN7SL725P
ENSG00000284380.1	ENSG000002843801	RP11-102O5.1
ENSG00000172294.7	ENSG000001722947	CSPG4P4Y
ENSG00000240450.1	ENSG000002404501	CSPG4P1Y
ENSG00000239304.1	ENSG000002393041	DNM1P48
ENSG00000233619.1	ENSG000002336191	AC006328.9
ENSG00000197092.5	ENSG000001970925	GOLGA6L16P
ENSG00000235583.2	ENSG000002355832	AC007562.1
ENSG00000237823.1	ENSG000002378231	CDY19P
ENSG00000229709.1	ENSG000002297091	USP9YP36
ENSG00000232064.1	ENSG000002320641	USP9YP33
ENSG00000225609.1	ENSG000002256091	CDY20P
ENSG00000172288.7	ENSG000001722887	CDY1
ENSG00000270535.1	ENSG000002705351	ELOCP34
ENSG00000225287.1	ENSG000002252871	OFD1P13Y
ENSG00000225256.1	ENSG000002252561	TRAPPC2P5
ENSG00000223856.1	ENSG000002238561	RAB9AP2
ENSG00000235004.1	ENSG000002350041	USP9YP30
ENSG00000252426.1	ENSG000002524261	RNU1-107P
ENSG00000231141.1	ENSG000002311411	TTTY3
ENSG00000232614.1	ENSG000002326141	USP9YP9
ENSG00000225326.1	ENSG000002253261	USP9YP19
ENSG00000223406.1	ENSG000002234061	XKRYP5
ENSG00000229343.1	ENSG000002293431	CDY22P
ENSG00000232695.1	ENSG000002326951	ELOCP17
ENSG00000235511.1	ENSG000002355111	OFD1P18Y
ENSG00000232914.1	ENSG000002329141	TRAPPC2P4
ENSG00000223655.1	ENSG000002236551	RAB9AP3
ENSG00000230854.1	ENSG000002308541	USP9YP20
ENSG00000252625.1	ENSG000002526251	RNU1-40P
ENSG00000227635.1	ENSG000002276351	USP9YP21
ENSG00000237546.1	ENSG000002375461	XKRYP6
ENSG00000172283.10	ENSG0000017228310	PRYP4
ENSG00000227867.1	ENSG000002278671	ELOCP11
ENSG00000231716.1	ENSG000002317161	CDY23P
ENSG00000234744.1	ENSG000002347441	USP9YP26
ENSG00000233156.1	ENSG000002331561	HSFY8P
ENSG00000234888.1	ENSG000002348881	OFD1P15Y
ENSG00000215507.10	ENSG0000021550710	RBMY2DP
ENSG00000235014.1	ENSG000002350141	REREP2Y
ENSG00000225876.1	ENSG000002258761	AC024067.1
ENSG00000251796.1	ENSG000002517961	SNORA70
ENSG00000229238.3	ENSG000002292383	PPP1R12BP1
ENSG00000252948.1	ENSG000002529481	RNU6-1314P
ENSG00000233843.1	ENSG000002338431	CYCSP48
ENSG00000188399.5	ENSG000001883995	ANKRD36P1
ENSG00000277146.1	ENSG000002771461	RP11-557B9.1
ENSG00000215506.5	ENSG000002155065	TPTE2P4
ENSG00000224240.1	ENSG000002242401	CYCSP49
ENSG00000227629.1	ENSG000002276291	SLC25A15P1
ENSG00000237917.1	ENSG000002379171	PARP4P1
ENSG00000231514.1	ENSG000002315141	FAM58CP
ENSG00000235857.1	ENSG000002358571	CTBP2P1
ENSG00000168939.11_PAR_Y	ENSG0000016893911_PAR_Y	SPRY3
ENSG00000237801.6_PAR_Y	ENSG000002378016_PAR_Y	AMD1P2
ENSG00000237040.6_PAR_Y	ENSG000002370406_PAR_Y	DPH3P2
ENSG00000124333.15_PAR_Y	ENSG0000012433315_PAR_Y	VAMP7
ENSG00000228410.6_PAR_Y	ENSG000002284106_PAR_Y	ELOCP24
ENSG00000223484.7_PAR_Y	ENSG000002234847_PAR_Y	TRPC6P
ENSG00000124334.17_PAR_Y	ENSG0000012433417_PAR_Y	IL9R
ENSG00000270726.6_PAR_Y	ENSG000002707266_PAR_Y	AJ271736.10
ENSG00000185203.12_PAR_Y	ENSG0000018520312_PAR_Y	WASIR1
ENSG00000182484.15_PAR_Y	ENSG0000018248415_PAR_Y	WASH6P
ENSG00000227159.8_PAR_Y	ENSG000002271598_PAR_Y	DDX11L16
ENSG00000210049.1	ENSG000002100491	MT-TF
ENSG00000211459.2	ENSG000002114592	MT-RNR1
ENSG00000210077.1	ENSG000002100771	MT-TV
ENSG00000210082.2	ENSG000002100822	MT-RNR2
ENSG00000209082.1	ENSG000002090821	MT-TL1
ENSG00000198888.2	ENSG000001988882	MT-ND1
ENSG00000210100.1	ENSG000002101001	MT-TI
ENSG00000210107.1	ENSG000002101071	MT-TQ
ENSG00000210112.1	ENSG000002101121	MT-TM
ENSG00000198763.3	ENSG000001987633	MT-ND2
ENSG00000210117.1	ENSG000002101171	MT-TW
ENSG00000210127.1	ENSG000002101271	MT-TA
ENSG00000210135.1	ENSG000002101351	MT-TN
ENSG00000210140.1	ENSG000002101401	MT-TC
ENSG00000210144.1	ENSG000002101441	MT-TY
ENSG00000198804.2	ENSG000001988042	MT-CO1
ENSG00000210151.2	ENSG000002101512	MT-TS1
ENSG00000210154.1	ENSG000002101541	MT-TD
ENSG00000198712.1	ENSG000001987121	MT-CO2
ENSG00000210156.1	ENSG000002101561	MT-TK
ENSG00000228253.1	ENSG000002282531	MT-ATP8
ENSG00000198899.2	ENSG000001988992	MT-ATP6
ENSG00000198938.2	ENSG000001989382	MT-CO3
ENSG00000210164.1	ENSG000002101641	MT-TG
ENSG00000198840.2	ENSG000001988402	MT-ND3
ENSG00000210174.1	ENSG000002101741	MT-TR
ENSG00000212907.2	ENSG000002129072	MT-ND4L
ENSG00000198886.2	ENSG000001988862	MT-ND4
ENSG00000210176.1	ENSG000002101761	MT-TH
ENSG00000210184.1	ENSG000002101841	MT-TS2
ENSG00000210191.1	ENSG000002101911	MT-TL2
ENSG00000198786.2	ENSG000001987862	MT-ND5
ENSG00000198695.2	ENSG000001986952	MT-ND6
ENSG00000210194.1	ENSG000002101941	MT-TE
ENSG00000198727.2	ENSG000001987272	MT-CYB
ENSG00000210195.2	ENSG000002101952	MT-TT
ENSG00000210196.2	ENSG000002101962	MT-TP
ENSG00000278704.1	ENSG000002787041	BX004987.1
ENSG00000277400.1	ENSG000002774001	AC145212.2
ENSG00000274847.1	ENSG000002748471	AC145212.1
ENSG00000277428.1	ENSG000002774281	Y_RNA
ENSG00000276256.1	ENSG000002762561	AC011043.1
ENSG00000278198.1	ENSG000002781981	AC011043.2
ENSG00000276932.1	ENSG000002769321	Y_RNA
ENSG00000273496.1	ENSG000002734961	AC011841.1
ENSG00000277630.4	ENSG000002776304	BX072566.1
ENSG00000278793.1	ENSG000002787931	U6
ENSG00000274202.1	ENSG000002742021	U2
ENSG00000278384.1	ENSG000002783841	AL354822.1
ENSG00000273748.1	ENSG000002737481	AL592183.1
ENSG00000276197.1	ENSG000002761971	pRNA
ENSG00000274917.1	ENSG000002749171	RNA5-8S5
ENSG00000273937.1	ENSG000002739371	pRNA
ENSG00000273730.1	ENSG000002737301	RNA5-8S5
ENSG00000276711.1	ENSG000002767111	U2
ENSG00000278294.1	ENSG000002782941	5_8S_rRNA
ENSG00000278457.1	ENSG000002784571	5S_rRNA
ENSG00000271254.6	ENSG000002712546	AC240274.1
ENSG00000275405.1	ENSG000002754051	U1
ENSG00000275987.1	ENSG000002759871	U1
ENSG00000277475.1	ENSG000002774751	AC213203.1
ENSG00000268674.2	ENSG000002686742	FAM231D
ENSG00000276345.1	ENSG000002763451	AC004556.1
ENSG00000273532.1	ENSG000002735321	H19_1
ENSG00000276351.1	ENSG000002763511	H19_2
ENSG00000275661.1	ENSG000002756611	H19_3
ENSG00000277856.1	ENSG000002778561	AC233755.2
ENSG00000275063.1	ENSG000002750631	AC233755.1
ENSG00000278673.1	ENSG000002786731	AC136352.3
ENSG00000277890.1	ENSG000002778901	U6
ENSG00000277666.1	ENSG000002776661	AC136352.2
